Compra;1875.76
Compra;1874.406
Compra;1873.1116
Venda;1874.4639
Venda;1997.5139
Compra;1876.8138999999999
Compra;1875.4919
Venda;1876.8259
Venda;1878.0535
Compra;1876.85
Compra;1875.3535
Venda;1876.5738
Compra;1875.4013
Venda;1876.9051
Compra;1875.5295999999998
Compra;1874.1026
Venda;1875.2978
Venda;1876.6853
Compra;1875.3053
Venda;1983.7553
Compra;1982.6005
Venda;1984.087
Compra;1982.664
Venda;1984.0375
Compra;1877.3574999999998
Venda;1878.4962999999998
Compra;1877.1073
Venda;1878.4748
Venda;1979.0747999999999
Compra;1880.7748
Compra;1879.4255999999998
Venda;1880.7578999999998
Venda;1980.4678999999999
Compra;1882.5778999999998
Compra;1881.3174999999999
Venda;1980.9274999999998
Venda;1982.2889999999998
Venda;1983.5935999999997
Compra;1982.3365999999996
Compra;1884.8165999999997
Compra;1883.4627999999996
Venda;1884.8397999999995
Compra;1883.4301999999996
Venda;1884.5816999999995
Compra;1883.2171999999996
Venda;1969.8171999999995
Compra;1968.6817999999996
Venda;1970.1003999999996
Venda;1971.4678999999996
Compra;1970.1049999999996
Venda;1971.3110999999997
Compra;1969.9454999999996
Compra;1968.7957999999996
Venda;1970.1956999999995
Venda;1971.5685999999996
Compra;1970.2016999999996
Venda;1971.4061999999997
Compra;1970.0909999999997
Venda;1971.4445999999996
Compra;1865.6745999999996
Venda;1972.7345999999995
Venda;1974.0404999999996
Compra;1972.8117999999997
Compra;1971.4316999999996
Compra;1862.5216999999996
Venda;1972.2716999999996
Compra;1970.9916999999996
Venda;1972.2539999999997
Venda;1973.6516999999997
Compra;1972.2771999999998
Venda;1973.6589999999999
Compra;1854.839
Compra;1853.4202
Compra;1851.996
Venda;1853.4625
Compra;1851.9930000000002
Venda;1853.4730000000002
Venda;1854.9207000000001
Venda;1975.0207
Compra;1973.5499
Venda;1974.6653
Compra;1973.5564
Venda;1975.0139
Compra;1973.4952999999998
Venda;1975.0597999999998
Compra;1847.7697999999998
Compra;1846.2555999999997
Venda;1847.3533999999997
Venda;1978.7233999999999
Compra;1977.2478999999998
Venda;1978.7631
Compra;1977.6634
Venda;1978.7650999999998
Compra;1977.6625999999999
Venda;1978.7796999999998
Compra;1977.2979999999998
Compra;1840.5179999999998
Venda;1842.0083999999997
