Compra;4875.76
Compra;4874.406
Compra;4873.1116
Venda;4874.4639
Venda;4997.5139
Compra;4876.8139
Compra;4875.4919
Venda;4876.8259
Venda;4878.0535
Compra;4876.85
Compra;4875.3535
Venda;4876.5738
Compra;4875.4013
Venda;4876.905100000001
Compra;4875.529600000001
Compra;4874.102600000001
Venda;4875.297800000001
Venda;4876.685300000001
Compra;4875.305300000001
Venda;4983.755300000001
Compra;4982.6005000000005
Venda;4984.087
Compra;4982.664000000001
Venda;4984.0375
Compra;4877.3575
Venda;4878.4963
Compra;4877.1073
Venda;4878.4748
Venda;4979.0748
Compra;4880.7748
Compra;4879.4256000000005
Venda;4880.7579000000005
Venda;4980.467900000001
Compra;4882.5779
Compra;4881.3175
Venda;4980.9275
Venda;4982.289
Venda;4983.5936
Compra;4982.3366000000005
Compra;4884.8166
Compra;4883.4628
Venda;4884.839800000001
Compra;4883.430200000001
Venda;4884.581700000001
Compra;4883.217200000001
Venda;4969.817200000001
Compra;4968.681800000001
Venda;4970.100400000001
Venda;4971.4679000000015
Compra;4970.105000000001
Venda;4971.311100000002
Compra;4969.945500000002
Compra;4968.795800000002
Venda;4970.195700000002
Venda;4971.568600000002
Compra;4970.201700000002
Venda;4971.406200000002
Compra;4970.091000000002
Venda;4971.4446000000025
Compra;4865.674600000002
Venda;4972.7346000000025
Venda;4974.040500000003
Compra;4972.811800000003
Compra;4971.431700000003
Compra;4862.521700000003
Venda;4972.271700000003
Compra;4970.991700000003
Venda;4972.2540000000035
Venda;4973.651700000004
Compra;4972.277200000004
Venda;4973.659000000004
Compra;4854.8390000000045
Compra;4853.420200000004
Compra;4851.996000000004
Venda;4853.462500000004
Compra;4851.993000000004
Venda;4853.473000000004
Venda;4854.920700000003
Venda;4975.020700000004
Compra;4973.549900000004
Venda;4974.665300000003
Compra;4973.556400000003
Venda;4975.013900000004
Compra;4973.495300000003
Venda;4975.059800000004
Compra;4847.769800000004
Compra;4846.255600000004
Venda;4847.353400000004
Venda;4978.7234000000035
Compra;4977.247900000004
Venda;4978.763100000004
Compra;4977.663400000004
Venda;4978.765100000004
Compra;4977.662600000004
Venda;4978.779700000005
Compra;4977.298000000004
Compra;4840.518000000005
Venda;4842.008400000004
Compra;4840.540200000004
Compra;4839.378800000004
Venda;4840.772800000004
