<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
1999.10.13	1.47480	1.48480	1.47420	1.48200	3799	0	50
1999.10.14	1.48210	1.48370	1.47940	1.48040	2918	0	50
1999.10.15	1.48060	1.49050	1.47880	1.48800	3265	0	50
1999.10.18	1.48860	1.49700	1.48620	1.49410	3387	0	50
1999.10.19	1.49360	1.49690	1.48850	1.48970	3758	0	50
1999.10.20	1.49010	1.49100	1.48540	1.48730	3443	0	50
1999.10.21	1.48650	1.48920	1.47960	1.47980	3258	0	50
1999.10.22	1.48000	1.48430	1.47450	1.47650	3119	0	50
1999.10.25	1.47690	1.47980	1.47100	1.47160	2837	0	50
1999.10.26	1.47230	1.47520	1.46780	1.47310	3549	0	50
1999.10.27	1.47320	1.47440	1.46880	1.47260	3571	0	50
1999.10.28	1.47250	1.47520	1.46920	1.47320	2927	0	50
1999.10.29	1.47310	1.47770	1.46990	1.47150	2580	0	50
1999.11.01	1.47060	1.47130	1.46540	1.46590	2681	0	50
1999.11.02	1.46610	1.47090	1.46460	1.46960	2930	0	50
1999.11.03	1.47020	1.47130	1.46660	1.46750	2691	0	50
1999.11.04	1.46760	1.46880	1.46030	1.46370	3010	0	50
1999.11.05	1.46400	1.46990	1.45490	1.46850	3681	0	50
1999.11.08	1.46600	1.47250	1.46520	1.47150	3540	0	50
1999.11.09	1.47170	1.47650	1.46730	1.47370	3398	0	50
1999.11.10	1.47360	1.47540	1.46750	1.46830	3328	0	50
1999.11.11	1.46850	1.46860	1.46480	1.46590	1697	0	50
1999.11.12	1.46620	1.46650	1.46050	1.46290	2960	0	50
1999.11.15	1.46230	1.46590	1.46130	1.46500	2888	0	50
1999.11.16	1.46490	1.46980	1.46180	1.46310	2769	0	50
1999.11.17	1.46330	1.47170	1.46240	1.46910	3499	0	50
1999.11.18	1.46890	1.47110	1.46260	1.46550	2390	0	50
1999.11.19	1.46570	1.46670	1.45980	1.46180	2914	0	50
1999.11.22	1.46220	1.46390	1.46000	1.46180	2327	0	50
1999.11.23	1.46170	1.46740	1.46130	1.46650	3059	0	50
1999.11.24	1.46660	1.47050	1.46460	1.46560	2393	0	50
1999.11.25	1.46520	1.46920	1.46500	1.46640	1808	0	50
1999.11.26	1.46620	1.46970	1.46460	1.46850	2531	0	50
1999.11.29	1.46770	1.47650	1.46750	1.47390	2624	0	50
1999.11.30	1.47370	1.47630	1.47000	1.47350	3475	0	50
1999.12.01	1.47440	1.47550	1.47270	1.47390	2692	0	50
1999.12.02	1.47390	1.48300	1.47370	1.48130	3379	0	50
1999.12.03	1.48120	1.48290	1.47630	1.47870	3099	0	50
1999.12.06	1.47960	1.48340	1.47170	1.47360	2636	0	50
1999.12.07	1.47350	1.47780	1.47260	1.47760	2525	0	50
1999.12.08	1.47790	1.48050	1.47570	1.47820	2828	0	50
1999.12.09	1.47810	1.47950	1.47330	1.47590	1965	0	50
1999.12.10	1.47600	1.47990	1.47470	1.47710	2330	0	50
1999.12.13	1.47760	1.48170	1.47640	1.47870	2166	0	50
1999.12.14	1.47890	1.48240	1.47740	1.48120	2476	0	50
1999.12.15	1.48130	1.48530	1.48050	1.48220	2086	0	50
1999.12.16	1.48300	1.48360	1.47510	1.47520	2621	0	50
1999.12.17	1.47600	1.47910	1.47380	1.47880	2639	0	50
1999.12.20	1.47730	1.48310	1.47650	1.47960	2818	0	50
1999.12.21	1.47950	1.48090	1.47520	1.47640	2893	0	50
1999.12.22	1.47630	1.47850	1.47400	1.47610	2958	0	50
1999.12.23	1.47640	1.47800	1.46830	1.47040	2165	0	50
1999.12.24	1.47050	1.47200	1.46710	1.46750	1336	0	50
1999.12.27	1.46760	1.46950	1.45740	1.45820	1991	0	50
1999.12.28	1.45830	1.46230	1.44750	1.45080	3541	0	50
1999.12.29	1.45090	1.45370	1.44800	1.45320	3340	0	50
1999.12.30	1.45330	1.45490	1.45010	1.45470	2763	0	50
1999.12.31	1.45480	1.45570	1.44270	1.44610	1316	0	50
2000.01.03	1.44630	1.44850	1.44070	1.44740	2427	0	50
2000.01.04	1.44750	1.45360	1.44380	1.45280	3028	0	50
2000.01.05	1.45340	1.45610	1.44830	1.44950	3387	0	50
2000.01.06	1.44970	1.46070	1.44920	1.46030	3568	0	50
2000.01.07	1.46030	1.46170	1.45560	1.45610	2694	0	50
2000.01.10	1.45640	1.45880	1.45300	1.45540	2970	0	50
2000.01.11	1.45530	1.45930	1.45440	1.45640	3303	0	50
2000.01.12	1.45650	1.45790	1.45140	1.45440	3470	0	50
2000.01.13	1.45430	1.45440	1.44840	1.45070	2902	0	50
2000.01.14	1.45080	1.45200	1.44520	1.44910	2606	0	50
2000.01.17	1.45030	1.45250	1.44870	1.45010	1768	0	50
2000.01.18	1.45000	1.45210	1.44690	1.45070	3263	0	50
2000.01.19	1.45040	1.45340	1.44810	1.45220	3138	0	50
2000.01.20	1.45230	1.45300	1.44350	1.44670	3156	0	50
2000.01.21	1.44640	1.44930	1.43750	1.44110	3195	0	50
2000.01.24	1.44030	1.44390	1.43760	1.44350	3202	0	50
2000.01.25	1.44370	1.44430	1.43610	1.43660	3430	0	50
2000.01.26	1.43660	1.44210	1.43600	1.43850	3650	0	50
2000.01.27	1.43840	1.44020	1.43200	1.43480	3163	0	50
2000.01.28	1.43450	1.45090	1.43220	1.44510	4321	0	50
2000.01.31	1.44540	1.45190	1.44400	1.44680	3458	0	50
2000.02.01	1.44780	1.45450	1.44440	1.44850	3385	0	50
2000.02.02	1.44830	1.45480	1.43600	1.43830	4146	0	50
2000.02.03	1.43780	1.44380	1.43540	1.44020	4445	0	50
2000.02.04	1.44040	1.44770	1.43860	1.43950	3936	0	50
2000.02.07	1.44050	1.44930	1.43660	1.44860	3205	0	50
2000.02.08	1.44900	1.45070	1.44370	1.44420	3430	0	50
2000.02.09	1.44420	1.44780	1.44100	1.44410	4392	0	50
2000.02.10	1.44420	1.45370	1.44340	1.44850	4562	0	50
2000.02.11	1.44870	1.45300	1.44470	1.45030	2968	0	50
2000.02.14	1.44930	1.45790	1.44720	1.45660	2610	0	50
2000.02.15	1.45650	1.45970	1.45490	1.45590	3186	0	50
2000.02.16	1.45580	1.45850	1.44930	1.45320	3674	0	50
2000.02.17	1.45330	1.45450	1.44960	1.45100	3332	0	50
2000.02.18	1.45070	1.45170	1.44720	1.44900	3075	0	50
2000.02.21	1.45060	1.45600	1.44870	1.45490	2632	0	50
2000.02.22	1.45480	1.46390	1.45400	1.46260	3507	0	50
2000.02.23	1.46250	1.46680	1.45950	1.46030	3214	0	50
2000.02.24	1.46040	1.46390	1.45340	1.45470	3670	0	50
2000.02.25	1.45480	1.45570	1.44730	1.44950	3674	0	50
2000.02.28	1.44900	1.45700	1.44740	1.45200	3605	0	50
2000.02.29	1.45220	1.45500	1.44800	1.45040	3510	0	50
2000.03.01	1.45030	1.45390	1.44340	1.44950	4066	0	50
2000.03.02	1.44970	1.45900	1.44610	1.45790	4176	0	50
2000.03.03	1.45810	1.45840	1.45000	1.45040	3604	0	50
2000.03.06	1.45080	1.45730	1.44870	1.45230	3409	0	50
2000.03.07	1.45270	1.45580	1.45080	1.45510	3407	0	50
2000.03.08	1.45500	1.46220	1.45430	1.45600	4035	0	50
2000.03.09	1.45580	1.45870	1.45420	1.45690	3389	0	50
2000.03.10	1.45720	1.46000	1.45350	1.45730	3041	0	50
2000.03.13	1.45710	1.46230	1.45650	1.46160	2836	0	50
2000.03.14	1.46180	1.46590	1.45920	1.46450	3607	0	50
2000.03.15	1.46470	1.46980	1.46240	1.46690	3718	0	50
2000.03.16	1.46720	1.47480	1.46520	1.47260	3469	0	50
2000.03.17	1.47250	1.47730	1.46870	1.46960	4358	0	50
2000.03.20	1.47040	1.47150	1.46740	1.46890	3710	0	50
2000.03.21	1.46880	1.47270	1.46550	1.46970	3721	0	50
2000.03.22	1.46950	1.47250	1.46690	1.47050	3501	0	50
2000.03.23	1.47040	1.47670	1.46750	1.46760	3950	0	50
2000.03.24	1.46790	1.46950	1.46150	1.46220	3341	0	50
2000.03.27	1.46260	1.46400	1.45660	1.45780	3728	0	50
2000.03.28	1.45770	1.45840	1.45200	1.45360	3916	0	50
2000.03.29	1.45380	1.45850	1.45190	1.45580	4138	0	50
2000.03.30	1.45720	1.46000	1.45390	1.45430	3169	0	50
2000.03.31	1.45510	1.45780	1.44850	1.44940	3757	0	50
2000.04.03	1.44940	1.45480	1.44710	1.45030	2833	0	50
2000.04.04	1.45050	1.45450	1.44700	1.45230	3074	0	50
2000.04.05	1.45190	1.45690	1.44950	1.45090	3431	0	50
2000.04.06	1.45100	1.45370	1.44870	1.45320	3308	0	50
2000.04.07	1.45260	1.45890	1.45170	1.45750	3047	0	50
2000.04.10	1.45760	1.46290	1.45640	1.46200	2795	0	50
2000.04.11	1.46240	1.46500	1.46020	1.46290	3095	0	50
2000.04.12	1.46300	1.46640	1.46160	1.46270	3359	0	50
2000.04.13	1.46230	1.47320	1.46020	1.47120	3186	0	50
2000.04.14	1.47140	1.47750	1.46890	1.47660	2962	0	50
2000.04.17	1.47650	1.48870	1.47530	1.48380	3410	0	50
2000.04.18	1.48390	1.48940	1.48060	1.48150	3889	0	50
2000.04.19	1.48170	1.48240	1.47230	1.47600	3430	0	50
2000.04.20	1.47570	1.47680	1.47120	1.47410	2853	0	50
2000.04.21	1.47400	1.47630	1.47270	1.47510	611	0	50
2000.04.24	1.47410	1.47750	1.47160	1.47690	1005	0	50
2000.04.25	1.47610	1.47750	1.46740	1.46820	3251	0	50
2000.04.26	1.46820	1.47830	1.46650	1.47480	3940	0	50
2000.04.27	1.47510	1.48420	1.47380	1.47680	3651	0	50
2000.04.28	1.47670	1.48250	1.47220	1.48190	3487	0	50
2000.05.01	1.48060	1.48290	1.47730	1.47860	1125	0	50
2000.05.02	1.47890	1.48730	1.47540	1.48550	2803	0	50
2000.05.03	1.48540	1.49470	1.48370	1.49390	3842	0	50
2000.05.04	1.49380	1.50030	1.49070	1.49470	3394	0	50
2000.05.05	1.49460	1.49890	1.48970	1.49020	3895	0	50
2000.05.08	1.49120	1.49390	1.48840	1.49180	3291	0	50
2000.05.09	1.49230	1.49710	1.48970	1.49030	3220	0	50
2000.05.10	1.49060	1.49830	1.48820	1.49290	3351	0	50
2000.05.11	1.49270	1.49690	1.48640	1.48750	3150	0	50
2000.05.12	1.48740	1.49000	1.48520	1.48600	2540	0	50
2000.05.15	1.48630	1.49110	1.48500	1.48620	2605	0	50
2000.05.16	1.48640	1.48850	1.48400	1.48560	2310	0	50
2000.05.17	1.48560	1.49920	1.48500	1.49730	3170	0	50
2000.05.18	1.49720	1.50720	1.49630	1.49910	4133	0	50
2000.05.19	1.49900	1.50310	1.49270	1.49670	3183	0	50
2000.05.22	1.49690	1.49930	1.49440	1.49750	2787	0	50
2000.05.23	1.49740	1.50900	1.49420	1.50710	4300	0	50
2000.05.24	1.50710	1.51220	1.50400	1.50930	3963	0	50
2000.05.25	1.50990	1.51450	1.50190	1.50320	4006	0	50
2000.05.26	1.50330	1.50670	1.49820	1.50250	3513	0	50
2000.05.29	1.50280	1.50380	1.49800	1.49960	2041	0	50
2000.05.30	1.49940	1.50740	1.49860	1.50610	3641	0	50
2000.05.31	1.50620	1.50680	1.49540	1.49630	3747	0	50
2000.06.01	1.49660	1.49680	1.48810	1.49090	2593	0	50
2000.06.02	1.49070	1.49330	1.47550	1.47640	3629	0	50
2000.06.05	1.47700	1.47960	1.47300	1.47940	3282	0	50
2000.06.06	1.47940	1.47980	1.47360	1.47620	3366	0	50
2000.06.07	1.47610	1.48030	1.47350	1.47920	3491	0	50
2000.06.08	1.48000	1.48160	1.47550	1.47730	3251	0	50
2000.06.09	1.47720	1.47890	1.47050	1.47530	3586	0	50
2000.06.12	1.47450	1.47680	1.47300	1.47610	2668	0	50
2000.06.13	1.47590	1.47800	1.46740	1.46810	3554	0	50
2000.06.14	1.46840	1.47130	1.46590	1.46800	3723	0	50
2000.06.15	1.46830	1.47770	1.46780	1.47460	3913	0	50
2000.06.16	1.47490	1.47710	1.46540	1.46670	3571	0	50
2000.06.19	1.46710	1.46920	1.46220	1.46670	3250	0	50
2000.06.20	1.46640	1.47210	1.46500	1.47070	3294	0	50
2000.06.21	1.47110	1.47560	1.47000	1.47350	3157	0	50
2000.06.22	1.47330	1.47730	1.47140	1.47660	3346	0	50
2000.06.23	1.47620	1.48370	1.47410	1.48210	3493	0	50
2000.06.26	1.48240	1.49010	1.48090	1.48310	3778	0	50
2000.06.27	1.48270	1.48410	1.47950	1.48070	3215	0	50
2000.06.28	1.48050	1.48630	1.47760	1.47760	3627	0	50
2000.06.29	1.47790	1.48360	1.47520	1.48270	3660	0	50
2000.06.30	1.48280	1.48490	1.47830	1.47940	3623	0	50
2000.07.03	1.48010	1.48200	1.47830	1.47980	2623	0	50
2000.07.04	1.47970	1.48750	1.47920	1.48720	2390	0	50
2000.07.05	1.48710	1.49230	1.48470	1.48880	4666	0	50
2000.07.06	1.48900	1.49180	1.48280	1.48530	4003	0	50
2000.07.07	1.48520	1.48670	1.47890	1.48010	3605	0	50
2000.07.10	1.48100	1.48300	1.47640	1.47810	3196	0	50
2000.07.11	1.47870	1.48100	1.47600	1.47950	3394	0	50
2000.07.12	1.47900	1.48290	1.47730	1.48180	3489	0	50
2000.07.13	1.48170	1.48320	1.47960	1.48120	3056	0	50
2000.07.14	1.48110	1.48600	1.48000	1.48410	3292	0	50
2000.07.17	1.48430	1.48570	1.48040	1.48170	2871	0	50
2000.07.18	1.48180	1.48240	1.47520	1.47620	3612	0	50
2000.07.19	1.47620	1.47770	1.47230	1.47660	3368	0	50
2000.07.20	1.47640	1.47960	1.47190	1.47270	3518	0	50
2000.07.21	1.47280	1.47550	1.46960	1.46960	3396	0	50
2000.07.24	1.47120	1.47250	1.46290	1.46470	3241	0	50
2000.07.25	1.46500	1.46970	1.46390	1.46630	3285	0	50
2000.07.26	1.46640	1.46930	1.46380	1.46470	3246	0	50
2000.07.27	1.46500	1.47370	1.46400	1.47180	3079	0	50
2000.07.28	1.47220	1.47890	1.47120	1.47820	2959	0	50
2000.07.31	1.47770	1.48920	1.47730	1.48700	3597	0	50
2000.08.01	1.48640	1.49100	1.48500	1.48660	3305	0	50
2000.08.02	1.48670	1.48840	1.47820	1.47960	3464	0	50
2000.08.03	1.47950	1.48550	1.47820	1.48480	2980	0	50
2000.08.04	1.48490	1.49080	1.48350	1.48870	2727	0	50
2000.08.07	1.48890	1.49470	1.48600	1.48660	2900	0	50
2000.08.08	1.48670	1.49080	1.48500	1.48720	3040	0	50
2000.08.09	1.48710	1.49030	1.48230	1.48280	3294	0	50
2000.08.10	1.48260	1.48450	1.47940	1.48270	2909	0	50
2000.08.11	1.48250	1.48510	1.48080	1.48380	2576	0	50
2000.08.14	1.48350	1.48640	1.48150	1.48520	3475	0	50
2000.08.15	1.48480	1.48910	1.48360	1.48420	3300	0	50
2000.08.16	1.48430	1.48430	1.47570	1.47770	3816	0	50
2000.08.17	1.47800	1.47800	1.47280	1.47450	3487	0	50
2000.08.18	1.47470	1.47710	1.47120	1.47650	2950	0	50
2000.08.21	1.47620	1.47900	1.47220	1.47740	2982	0	50
2000.08.22	1.47670	1.47930	1.47370	1.47670	3206	0	50
2000.08.23	1.47660	1.48850	1.47630	1.48560	4273	0	50
2000.08.24	1.48570	1.48800	1.48260	1.48730	3001	0	50
2000.08.25	1.48720	1.48800	1.48040	1.48360	3495	0	50
2000.08.28	1.48370	1.48570	1.48200	1.48280	1825	0	50
2000.08.29	1.48270	1.48850	1.48170	1.48350	2788	0	50
2000.08.30	1.48400	1.48650	1.47590	1.47660	3226	0	50
2000.08.31	1.47670	1.47750	1.47070	1.47180	3107	0	50
2000.09.01	1.47210	1.47500	1.46850	1.47300	3544	0	50
2000.09.04	1.47370	1.47500	1.47160	1.47400	1971	0	50
2000.09.05	1.47400	1.47690	1.47260	1.47600	2898	0	50
2000.09.06	1.47620	1.48430	1.47550	1.48160	3660	0	50
2000.09.07	1.48130	1.48510	1.47580	1.47730	3654	0	50
2000.09.08	1.47730	1.47870	1.47450	1.47670	3044	0	50
2000.09.11	1.47690	1.48130	1.47570	1.48060	2858	0	50
2000.09.12	1.48080	1.48250	1.47800	1.48030	2745	0	50
2000.09.13	1.48040	1.48500	1.47680	1.48320	2986	0	50
2000.09.14	1.48290	1.49370	1.48260	1.48590	3773	0	50
2000.09.15	1.48620	1.48900	1.48130	1.48220	2479	0	50
2000.09.18	1.48290	1.49070	1.48210	1.48720	2992	0	50
2000.09.19	1.48710	1.48940	1.48150	1.48300	2930	0	50
2000.09.20	1.48280	1.48510	1.47960	1.48470	2924	0	50
2000.09.21	1.48460	1.48800	1.48240	1.48800	2616	0	50
2000.09.22	1.48760	1.49250	1.48650	1.48800	3189	0	50
2000.09.25	1.48810	1.49150	1.48420	1.48640	3093	0	50
2000.09.26	1.48610	1.48950	1.48490	1.48630	2670	0	50
2000.09.27	1.48640	1.49750	1.48580	1.49540	3582	0	50
2000.09.28	1.49520	1.50430	1.49440	1.49950	3781	0	50
2000.09.29	1.49980	1.50810	1.49940	1.50250	3704	0	50
2000.10.02	1.50340	1.51150	1.50160	1.50920	3362	0	50
2000.10.03	1.50900	1.50970	1.50310	1.50390	2612	0	50
2000.10.04	1.50400	1.50520	1.49320	1.49460	3717	0	50
2000.10.05	1.49430	1.49980	1.49340	1.49810	3337	0	50
2000.10.06	1.49800	1.50450	1.49200	1.50350	3834	0	50
2000.10.09	1.50300	1.50490	1.50120	1.50200	2078	0	50
2000.10.10	1.50210	1.50410	1.49840	1.50150	3518	0	50
2000.10.11	1.50140	1.50590	1.49940	1.50490	3338	0	50
2000.10.12	1.50490	1.51770	1.50400	1.51540	4029	0	50
2000.10.13	1.51530	1.52070	1.50540	1.50650	3631	0	50
2000.10.16	1.50720	1.52050	1.50650	1.51780	3910	0	50
2000.10.17	1.51790	1.52380	1.51300	1.51870	4619	0	50
2000.10.18	1.51860	1.52150	1.51270	1.51700	4419	0	50
2000.10.19	1.51670	1.51720	1.50900	1.51130	4769	0	50
2000.10.20	1.51170	1.51550	1.50800	1.51140	4078	0	50
2000.10.23	1.51170	1.51450	1.50720	1.51090	3227	0	50
2000.10.24	1.51050	1.51910	1.50910	1.51870	4337	0	50
2000.10.25	1.51870	1.52350	1.51360	1.51700	4887	0	50
2000.10.26	1.51740	1.52660	1.51240	1.52490	5143	0	50
2000.10.27	1.52420	1.52970	1.51920	1.52920	5183	0	50
2000.10.30	1.52950	1.53200	1.52420	1.53120	5313	0	50
2000.10.31	1.53100	1.53280	1.52040	1.52380	5063	0	50
2000.11.01	1.52350	1.53460	1.52110	1.53350	4774	0	50
2000.11.02	1.53370	1.53930	1.52970	1.53110	4739	0	50
2000.11.03	1.53130	1.53600	1.52760	1.53280	5052	0	50
2000.11.06	1.53200	1.53350	1.52840	1.53020	3603	0	50
2000.11.07	1.53040	1.53450	1.52830	1.53400	3499	0	50
2000.11.08	1.53390	1.54450	1.53190	1.54220	4646	0	50
2000.11.09	1.54260	1.55030	1.53880	1.54720	4520	0	50
2000.11.10	1.54770	1.54990	1.54100	1.54290	4668	0	50
2000.11.13	1.54300	1.54850	1.54150	1.54450	3565	0	50
2000.11.14	1.54440	1.54690	1.54170	1.54550	3456	0	50
2000.11.15	1.54500	1.55400	1.54340	1.55210	4387	0	50
2000.11.16	1.55210	1.55700	1.54850	1.55570	4121	0	50
2000.11.17	1.55580	1.56290	1.55300	1.55650	4503	0	50
2000.11.20	1.55680	1.56100	1.55520	1.55690	3710	0	50
2000.11.21	1.55690	1.55870	1.54920	1.55100	4681	0	50
2000.11.22	1.55030	1.55150	1.54480	1.54620	5275	0	50
2000.11.23	1.54600	1.54950	1.54220	1.54420	4085	0	50
2000.11.24	1.54470	1.54810	1.53720	1.53840	5248	0	50
2000.11.27	1.53890	1.54060	1.53320	1.53620	4454	0	50
2000.11.28	1.53620	1.53910	1.52820	1.53690	5317	0	50
2000.11.29	1.53710	1.54500	1.53410	1.54370	4964	0	50
2000.11.30	1.54430	1.54640	1.53170	1.53570	5521	0	50
2000.12.01	1.53590	1.54770	1.52830	1.54670	6598	0	50
2000.12.04	1.54650	1.55450	1.54190	1.54300	5001	0	50
2000.12.05	1.54330	1.54690	1.53960	1.54260	4652	0	50
2000.12.06	1.54280	1.54410	1.52620	1.52770	5743	0	50
2000.12.07	1.52780	1.53180	1.52170	1.52950	6310	0	50
2000.12.08	1.52980	1.53270	1.51310	1.51510	5305	0	50
2000.12.11	1.51870	1.52770	1.51580	1.52610	3186	0	50
2000.12.12	1.52600	1.52980	1.52170	1.52650	4596	0	50
2000.12.13	1.52600	1.52930	1.51820	1.51880	4609	0	50
2000.12.14	1.51910	1.52170	1.51260	1.51680	5317	0	50
2000.12.15	1.51750	1.52150	1.51500	1.52000	4463	0	50
2000.12.18	1.52040	1.52770	1.51940	1.52460	4597	0	50
2000.12.19	1.52530	1.52880	1.52000	1.52350	4509	0	50
2000.12.20	1.52350	1.52760	1.52030	1.52220	5352	0	50
2000.12.21	1.52200	1.52410	1.51470	1.52140	4854	0	50
2000.12.22	1.52140	1.52230	1.51520	1.51670	4079	0	50
2000.12.25	1.51740	1.51950	1.51530	1.51740	190	0	50
2000.12.26	1.51750	1.51910	1.50900	1.51050	2457	0	50
2000.12.27	1.51050	1.51390	1.50820	1.51050	4162	0	50
2000.12.28	1.51100	1.51320	1.49940	1.50080	4168	0	50
2000.12.29	1.50130	1.50390	1.49440	1.49950	4853	0	50
2001.01.01	1.49950	1.49950	1.49760	1.49850	50	0	50
2001.01.02	1.49850	1.50130	1.49060	1.49290	4385	0	50
2001.01.03	1.49370	1.49990	1.48980	1.49680	4804	0	50
2001.01.04	1.49690	1.50150	1.49100	1.49830	5343	0	50
2001.01.05	1.49870	1.50500	1.49610	1.49840	4503	0	50
2001.01.08	1.49800	1.49970	1.49220	1.49380	4057	0	50
2001.01.09	1.49390	1.49880	1.49320	1.49380	4655	0	50
2001.01.10	1.49410	1.50330	1.49320	1.50230	3937	0	50
2001.01.11	1.50250	1.50270	1.49330	1.49470	3914	0	50
2001.01.12	1.49450	1.50190	1.49240	1.50050	3754	0	50
2001.01.15	1.50030	1.50660	1.49980	1.50120	3952	0	50
2001.01.16	1.50170	1.50740	1.49850	1.50570	4239	0	50
2001.01.17	1.50590	1.51290	1.50440	1.51170	4031	0	50
2001.01.18	1.51190	1.51720	1.50820	1.51120	3748	0	50
2001.01.19	1.51190	1.51540	1.50660	1.51100	3364	0	50
2001.01.22	1.51110	1.51200	1.50070	1.50110	3181	0	50
2001.01.23	1.50150	1.51170	1.50020	1.51060	4894	0	50
2001.01.24	1.51070	1.51570	1.50870	1.51240	3335	0	50
2001.01.25	1.51260	1.51650	1.50540	1.50630	3573	0	50
2001.01.26	1.50610	1.50800	1.50070	1.50530	3420	0	50
2001.01.29	1.50620	1.50620	1.49990	1.50160	3247	0	50
2001.01.30	1.50170	1.50470	1.49700	1.50370	3976	0	50
2001.01.31	1.50360	1.50500	1.49650	1.49730	3910	0	50
2001.02.01	1.49730	1.50030	1.49110	1.49370	3726	0	50
2001.02.02	1.49400	1.49770	1.48990	1.49660	3821	0	50
2001.02.05	1.49690	1.50830	1.49590	1.50820	3550	0	50
2001.02.06	1.50710	1.51200	1.50600	1.51000	4196	0	50
2001.02.07	1.51010	1.51470	1.50750	1.50970	4190	0	50
2001.02.08	1.50990	1.51410	1.50740	1.50940	4359	0	50
2001.02.09	1.50950	1.51170	1.50660	1.51100	4288	0	50
2001.02.12	1.51080	1.52240	1.51000	1.52160	3820	0	50
2001.02.13	1.52210	1.52650	1.51970	1.52140	3930	0	50
2001.02.14	1.52150	1.52940	1.51920	1.52740	4191	0	50
2001.02.15	1.52750	1.53350	1.52500	1.53310	3412	0	50
2001.02.16	1.53350	1.54130	1.53100	1.53920	5055	0	50
2001.02.19	1.53900	1.54350	1.53320	1.53370	3811	0	50
2001.02.20	1.53390	1.54090	1.53280	1.53950	4276	0	50
2001.02.21	1.53950	1.54250	1.53420	1.53660	3438	0	50
2001.02.22	1.53670	1.54000	1.53420	1.53890	3707	0	50
2001.02.23	1.53890	1.53960	1.53640	1.53680	3164	0	50
2001.02.26	1.53700	1.53750	1.52640	1.52750	3745	0	50
2001.02.27	1.52720	1.53150	1.52460	1.52920	4080	0	50
2001.02.28	1.52910	1.53870	1.52600	1.53670	4706	0	50
2001.03.01	1.53690	1.54970	1.53530	1.54630	4669	0	50
2001.03.02	1.54650	1.54960	1.54160	1.54450	4382	0	50
2001.03.05	1.54430	1.54870	1.54120	1.54530	3743	0	50
2001.03.06	1.54560	1.54650	1.53660	1.53800	4770	0	50
2001.03.07	1.53830	1.55100	1.53750	1.54920	4872	0	50
2001.03.08	1.54910	1.55230	1.54500	1.54620	5127	0	50
2001.03.09	1.54630	1.54980	1.54390	1.54720	3783	0	50
2001.03.12	1.54590	1.55220	1.54400	1.55120	5346	0	50
2001.03.13	1.55130	1.55330	1.54210	1.54330	4850	0	50
2001.03.14	1.54320	1.55970	1.54140	1.55670	6699	0	50
2001.03.15	1.55670	1.56190	1.55490	1.55850	6611	0	50
2001.03.16	1.55860	1.56950	1.55830	1.56850	6890	0	50
2001.03.19	1.56830	1.57050	1.56320	1.56640	5393	0	50
2001.03.20	1.56650	1.56760	1.55800	1.56560	5086	0	50
2001.03.21	1.56550	1.57730	1.56480	1.57480	5438	0	50
2001.03.22	1.57490	1.57580	1.56800	1.56880	4178	0	50
2001.03.23	1.56870	1.57170	1.56340	1.56440	4698	0	50
2001.03.26	1.56430	1.56710	1.55320	1.55750	5411	0	50
2001.03.27	1.55780	1.57050	1.55500	1.56890	5379	0	50
2001.03.28	1.56920	1.57360	1.56210	1.56510	5539	0	50
2001.03.29	1.56550	1.57530	1.56340	1.57230	5162	0	50
2001.03.30	1.57230	1.57950	1.57000	1.57560	5079	0	50
2001.04.02	1.57660	1.58150	1.57180	1.58100	4717	0	50
2001.04.03	1.58090	1.58270	1.57440	1.57570	5470	0	50
2001.04.04	1.57590	1.57750	1.56640	1.57510	6109	0	50
2001.04.05	1.57510	1.58070	1.57080	1.57350	5614	0	50
2001.04.06	1.57380	1.57550	1.56050	1.56470	5254	0	50
2001.04.09	1.56370	1.56600	1.56170	1.56450	4897	0	50
2001.04.10	1.56460	1.56460	1.55370	1.55610	4907	0	50
2001.04.11	1.55490	1.56350	1.55480	1.56110	4711	0	50
2001.04.12	1.56130	1.56370	1.55580	1.56250	4416	0	50
2001.04.13	1.56260	1.56370	1.56060	1.56130	1271	0	50
2001.04.16	1.56280	1.56500	1.56000	1.56100	1983	0	50
2001.04.17	1.56200	1.56480	1.55460	1.56370	4714	0	50
2001.04.18	1.56370	1.57430	1.56120	1.56510	5294	0	50
2001.04.19	1.56540	1.56610	1.54570	1.54930	5787	0	50
2001.04.20	1.54930	1.55080	1.54190	1.54370	5478	0	50
2001.04.23	1.54500	1.55060	1.54210	1.54850	5461	0	50
2001.04.24	1.54840	1.55250	1.54500	1.54590	5199	0	50
2001.04.25	1.54590	1.55220	1.53920	1.54840	5355	0	50
2001.04.26	1.54840	1.55010	1.54160	1.54280	4617	0	50
2001.04.27	1.54270	1.54700	1.53920	1.54260	5270	0	50
2001.04.30	1.54250	1.54430	1.53450	1.53500	4228	0	50
2001.05.01	1.53500	1.53750	1.53040	1.53150	4030	0	50
2001.05.02	1.53170	1.53360	1.52850	1.53190	4714	0	50
2001.05.03	1.53170	1.53540	1.52940	1.53300	4362	0	50
2001.05.04	1.53320	1.53580	1.52700	1.53530	3585	0	50
2001.05.07	1.53570	1.54260	1.53220	1.54200	3442	0	50
2001.05.08	1.54220	1.54730	1.54000	1.54290	4302	0	50
