Compra;775.76
Compra;774.406
Compra;773.1116
Venda;774.4639
Venda;897.5138999999999
Compra;776.8138999999999
Compra;775.4918999999999
Venda;776.8258999999998
Venda;778.0534999999999
Compra;776.8499999999999
Compra;775.3534999999999
Venda;776.5737999999999
Compra;775.4012999999999
Venda;776.9050999999998
Compra;775.5295999999998
Compra;774.1025999999998
Venda;775.2977999999998
Venda;776.6852999999999
Compra;775.3052999999999
Venda;883.7552999999999
Compra;882.6004999999999
Venda;884.0869999999999
Compra;882.6639999999999
Venda;884.0374999999999
Compra;777.3574999999998
Venda;778.4962999999998
Compra;777.1072999999998
Venda;778.4747999999997
Venda;879.0747999999998
Compra;780.7747999999998
Compra;779.4255999999998
Venda;780.7578999999998
Venda;880.4678999999999
Compra;782.5778999999999
Compra;781.3174999999999
Venda;880.9274999999999
Venda;882.2889999999999
Venda;883.5935999999999
Compra;882.3366
Compra;784.8166
Compra;783.4628
Venda;784.8398
Compra;783.4302
Venda;784.5817000000001
Compra;783.2172
Venda;869.8172000000001
Compra;868.6818000000001
Venda;870.1004
Venda;871.4679
Compra;870.105
Venda;871.3111
Compra;869.9455
Compra;868.7958
Venda;870.1957
Venda;871.5686
Compra;870.2017
Venda;871.4062
Compra;870.091
Venda;871.4446
Compra;765.6746
Venda;872.7346
Venda;874.0405
Compra;872.8118
Compra;871.4317
Compra;762.5217
Venda;872.2717
Compra;870.9917
Venda;872.254
Venda;873.6517
Compra;872.2772
Venda;873.659
Compra;754.8389999999999
Compra;753.4201999999999
Compra;751.9959999999999
Venda;753.4624999999999
Compra;751.9929999999998
Venda;753.4729999999998
Venda;754.9206999999999
Venda;875.0206999999999
Compra;873.5498999999999
Venda;874.6652999999999
Compra;873.5563999999999
Venda;875.0138999999999
Compra;873.4952999999999
Venda;875.0597999999999
Compra;747.7697999999999
Compra;746.2556
Venda;747.3534
Venda;878.7234
Compra;877.2479
Venda;878.7631
Compra;877.6634
Venda;878.7651000000001
Compra;877.6626000000001
Venda;878.7797000000002
Compra;877.2980000000001
Compra;740.5180000000001
Venda;742.0084000000002
Compra;740.5402000000001
Compra;739.3788000000002
Venda;740.7728000000002
Venda;859.8728000000002
Compra;744.0928000000002
Venda;861.9328000000003
