Compra;5875.76
Compra;5874.406
Compra;5873.1116
Venda;5874.4639
Venda;5997.5139
Compra;5876.8139
Compra;5875.4919
Venda;5876.8259
Venda;5878.0535
Compra;5876.85
Compra;5875.3535
Venda;5876.5738
Compra;5875.4013
Venda;5876.905100000001
Compra;5875.529600000001
Compra;5874.102600000001
Venda;5875.297800000001
Venda;5876.685300000001
Compra;5875.305300000001
Venda;5983.755300000001
Compra;5982.6005000000005
Venda;5984.087
Compra;5982.664000000001
Venda;5984.0375
Compra;5877.3575
Venda;5878.4963
Compra;5877.1073
Venda;5878.4748
Venda;5979.0748
Compra;5880.7748
Compra;5879.4256000000005
Venda;5880.7579000000005
Venda;5980.467900000001
Compra;5882.5779
Compra;5881.3175
Venda;5980.9275
Venda;5982.289
Venda;5983.5936
Compra;5982.3366000000005
Compra;5884.8166
Compra;5883.4628
Venda;5884.839800000001
Compra;5883.430200000001
Venda;5884.581700000001
Compra;5883.217200000001
Venda;5969.817200000001
Compra;5968.681800000001
Venda;5970.100400000001
Venda;5971.4679000000015
Compra;5970.105000000001
Venda;5971.311100000002
Compra;5969.945500000002
Compra;5968.795800000002
Venda;5970.195700000002
Venda;5971.568600000002
Compra;5970.201700000002
Venda;5971.406200000002
Compra;5970.091000000002
Venda;5971.4446000000025
Compra;5865.674600000002
Venda;5972.7346000000025
Venda;5974.040500000003
Compra;5972.811800000003
Compra;5971.431700000003
Compra;5862.521700000003
Venda;5972.271700000003
Compra;5970.991700000003
Venda;5972.2540000000035
Venda;5973.651700000004
Compra;5972.277200000004
Venda;5973.659000000004
Compra;5854.8390000000045
Compra;5853.420200000004
Compra;5851.996000000004
Venda;5853.462500000004
Compra;5851.993000000004
Venda;5853.473000000004
Venda;5854.920700000003
Venda;5975.020700000004
Compra;5973.549900000004
Venda;5974.665300000003
Compra;5973.556400000003
Venda;5975.013900000004
Compra;5973.495300000003
Venda;5975.059800000004
Compra;5847.769800000004
Compra;5846.255600000004
Venda;5847.353400000004
Venda;5978.7234000000035
Compra;5977.247900000004
Venda;5978.763100000004
Compra;5977.663400000004
Venda;5978.765100000004
Compra;5977.662600000004
Venda;5978.779700000005
Compra;5977.298000000004
Compra;5840.518000000005
Venda;5842.008400000004
